Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2,39,1,9147,1,1,1900-01-05 20:00:00,1,37,37,6,10,1900-01-05 11:08:00,0,0,0,1,0,0,35,0,0,5,6,4,14:02:00,0,0,5,10,4,11857142857142800,0,10:08:00,01:04:00,0.093055556,Enrolled
2,39,1,9147,1,1,1900-01-05 20:00:00,1,38,37,4,7,1900-01-05 10:00:00,1,0,0,0,0,0,39,0,0,5,12,3,10666666666666600,2,0,5,15,3,10666666666666600,0,09:04:00,-0.8,-3.12,Dropout
1,18,6,9500,1,1,1900-01-05 22:00:00,1,38,37,9,5,1900-01-05 08:00:00,1,0,0,0,0,0,19,0,0,7,14,0,00:00:00,0,0,8,0,0,00:00:00,0,11:01:00,00:06:00,02:02:00,Dropout
4,39,1,9254,1,1,1900-01-05 00:00:00,1,37,37,9,8,1900-01-03 23:00:00,0,0,0,1,0,1,36,0,0,6,10,6,11:00:00,0,0,6,14,3,11333333333333300,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,2,9500,1,1,1900-01-05 04:00:00,1,37,37,9,9,1900-01-04 20:00:00,1,0,0,1,0,1,21,0,0,8,8,7,13957142857142800,0,0,8,8,7,13957142857142800,0,12:07:00,03:07:00,-1.7,Graduate
1,1,1,9238,1,1,1900-01-06 13:00:00,1,3,38,1,5,1900-01-05 16:07:00,1,0,0,1,0,0,22,0,0,6,11,4,12:05:00,1,0,6,13,3,13666666666666600,0,09:04:00,-0.8,-3.12,Enrolled
2,39,1,9238,1,1,1900-01-05 06:06:00,1,38,38,9,7,1900-01-04 11:05:00,0,0,1,1,0,1,42,0,0,6,8,6,13333333333333300,0,0,6,7,6,15285714285714200,0,11:01:00,00:06:00,02:02:00,Graduate
1,39,1,9119,1,1,1900-01-04 14:00:00,1,37,37,90,90,1900-01-04 12:04:00,1,0,0,1,0,0,34,0,0,5,5,0,00:00:00,0,0,5,6,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
1,17,1,9773,1,1,1900-01-06 00:00:00,1,19,19,4,4,1900-01-05 10:07:00,1,0,0,1,0,0,20,0,0,6,9,6,11666666666666600,0,0,6,8,5,11:06:00,0,07:06:00,02:06:00,00:32:00,Enrolled
2,44,1,8014,0,39,1900-01-06 16:00:00,1,37,19,9,10,1900-01-06 11:09:00,0,0,0,1,0,0,33,0,3,6,7,6,15714285714285700,0,2,6,7,6,15:05:00,0,13:09:00,-0.3,0.054861111,Graduate
1,1,4,9254,1,1,1900-01-04 09:00:00,1,1,19,9,6,1900-01-04 10:01:00,1,0,0,1,0,0,20,0,0,6,8,5,11:00:00,0,0,6,9,5,11:04:00,0,13:09:00,-0.3,0.054861111,Graduate
1,1,2,9670,1,1,1900-01-05 10:00:00,1,26,30,0,5,1900-01-05 08:06:00,1,0,1,1,0,0,19,0,0,5,8,4,12:25:00,0,0,5,7,4,0.552083333,2,07:06:00,02:06:00,00:32:00,Graduate
2,43,1,9991,0,3,1900-01-05 20:00:00,1,37,19,9,4,1900-01-05 20:00:00,0,0,1,1,0,0,34,0,4,10,25,5,12:02:00,0,3,9,18,8,1222222222222220,0,16:02:00,00:03:00,-0.92,Dropout
1,1,1,9147,1,1,1900-01-05 18:00:00,1,37,37,9,6,1900-01-06 01:00:00,1,0,0,1,0,0,18,0,0,5,6,5,13:00:00,0,0,5,5,5,14:00:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,17,1,8014,0,1,1900-01-05 00:00:00,1,38,37,6,6,1900-01-04 17:00:00,0,0,0,1,0,1,24,0,0,6,11,4,12:00:00,0,0,6,7,6,13:00:00,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,1,9853,1,1,1900-01-05 15:00:00,1,19,12,9,7,1900-01-05 17:01:00,1,0,0,1,0,0,18,0,0,6,6,6,13333333333333300,0,0,6,7,6,12333333333333300,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,1,9670,1,1,1900-01-04 23:00:00,1,37,37,10,6,1900-01-04 23:07:00,1,0,0,1,0,0,20,0,0,5,6,3,13:00:00,0,0,5,7,3,13:00:00,1,07:06:00,02:06:00,00:32:00,Enrolled
1,17,1,9500,1,1,1900-01-05 01:00:00,1,1,1,4,3,1900-01-05 00:05:00,1,0,0,1,0,0,21,0,0,8,8,7,0.563194444,0,0,8,8,7,0.563194444,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,5,9238,1,1,1900-01-05 06:00:00,1,38,1,9,5,1900-01-05 05:07:00,1,0,0,1,0,1,19,0,0,6,8,6,11:00:00,0,0,6,13,3,11:00:00,0,09:04:00,-0.8,-3.12,Graduate
1,17,4,9500,1,1,1900-01-05 12:00:00,1,38,19,5,7,1900-01-05 05:05:00,0,0,0,1,0,1,19,0,0,7,8,6,13579999999999900,0,0,8,8,8,1293625,0,15:05:00,02:08:00,-4.06,Graduate
1,1,1,9238,1,1,1900-01-05 08:00:00,1,19,19,5,5,1900-01-05 04:05:00,1,0,0,1,0,1,18,0,0,6,10,4,12:04:00,0,0,6,8,6,12:05:00,0,12:04:00,00:05:00,0.096527778,Graduate
4,39,1,8014,0,1,1900-01-06 16:00:00,1,37,37,5,5,1900-01-05 06:00:00,0,0,0,1,0,1,38,0,4,9,13,8,1288888888888880,0,2,7,9,7,13:00:00,0,13:09:00,-0.3,0.054861111,Graduate
1,1,1,171,1,1,1900-01-05 05:00:00,1,19,19,5,4,1900-01-05 16:02:00,1,0,1,1,1,0,21,0,6,12,12,11,11545454545454500,0,4,11,18,9,11:07:00,1,08:09:00,01:04:00,03:51:00,Enrolled
1,43,1,9147,1,1,1900-01-05 07:00:00,25,1,5,9,10,1900-01-05 04:02:00,1,0,0,1,1,0,23,1,0,5,6,1,10:00:00,0,0,5,5,0,00:00:00,0,15:05:00,02:08:00,-4.06,Enrolled
1,17,5,9500,1,1,1900-01-06 03:00:00,1,19,1,4,3,1900-01-05 18:05:00,1,0,0,1,0,0,19,0,0,8,8,8,1434125,0,0,8,8,8,1434125,0,09:04:00,-0.8,-3.12,Graduate
1,1,2,9773,1,1,1900-01-05 10:00:00,1,38,37,5,3,1900-01-05 02:03:00,1,0,1,0,0,0,18,0,0,6,8,6,14142857142857100,0,0,6,6,5,12:00:00,0,13:09:00,-0.3,0.054861111,Dropout
1,1,6,171,1,1,1900-01-05 14:00:00,1,19,37,5,5,1900-01-05 06:00:00,1,0,0,1,0,1,18,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,09:04:00,-0.8,-3.12,Graduate
1,39,1,9003,1,1,1900-01-05 20:00:00,1,19,19,9,6,1900-01-05 15:04:00,1,0,0,1,0,0,24,0,0,6,10,5,11:08:00,0,0,6,13,4,11:25:00,0,12:04:00,00:05:00,0.096527778,Enrolled
1,1,1,9773,1,1,1900-01-06 07:00:00,2,1,1,5,9,1900-01-06 02:05:00,0,0,0,1,0,1,18,1,0,6,6,6,13333333333333300,0,0,6,6,6,14166666666666600,0,12:07:00,03:07:00,-1.7,Graduate
1,1,1,9130,1,1,1900-01-05 12:00:00,1,3,1,4,9,1900-01-05 01:09:00,1,0,0,1,0,0,18,0,0,6,8,6,14:05:00,0,0,6,9,6,12857142857142800,0,13:09:00,-0.3,0.054861111,Graduate
1,7,1,9991,0,40,1900-01-05 10:00:00,1,19,19,7,3,1900-01-05 10:00:00,0,0,0,1,0,0,26,0,5,10,13,8,12666666666666600,0,5,10,12,10,13:04:00,0,11:01:00,00:06:00,02:02:00,Graduate
1,1,1,9147,1,1,1900-01-05 06:00:00,1,19,19,9,9,1900-01-04 19:02:00,0,0,1,1,0,0,19,0,0,5,13,1,10:00:00,0,0,5,8,2,10:00:00,0,12:04:00,00:05:00,0.096527778,Enrolled
1,18,3,9670,1,1,1900-01-04 23:00:00,1,38,38,9,9,1900-01-04 19:02:00,1,0,0,1,0,1,19,0,0,6,10,0,00:00:00,0,0,6,6,0,00:00:00,0,12:07:00,03:07:00,-1.7,Dropout
1,1,1,9254,1,1,1900-01-05 03:00:00,1,38,37,5,5,1900-01-05 05:01:00,0,0,0,1,0,0,19,0,0,6,12,4,11:00:00,0,0,6,6,4,12:05:00,0,16:02:00,00:03:00,-0.92,Enrolled
1,1,1,9130,1,1,1900-01-04 10:00:00,1,37,37,9,9,1900-01-04 12:00:00,1,0,1,1,0,0,20,0,0,5,10,2,12:00:00,2,0,5,9,4,11:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,1,3,9254,1,1,1900-01-05 01:00:00,1,19,19,9,9,1900-01-05 05:09:00,1,0,0,1,0,0,22,0,0,6,10,4,10:00:00,0,0,6,12,2,13:05:00,0,09:04:00,-0.8,-3.12,Enrolled
1,1,2,9500,1,1,1900-01-05 18:00:00,1,19,1,5,5,1900-01-05 08:00:00,1,0,0,1,0,0,19,0,0,7,7,7,1420857142857140,0,0,8,9,8,15127777777777700,0,11:01:00,00:06:00,02:02:00,Graduate
1,1,5,9500,1,1,1900-01-04 22:00:00,1,3,1,5,10,1900-01-04 17:05:00,1,0,0,1,0,0,20,0,0,7,7,7,1430714285714280,0,0,8,8,8,150125,0,12:04:00,00:05:00,0.096527778,Graduate
2,39,1,9147,1,1,1900-01-05 00:00:00,1,37,37,5,5,1900-01-05 04:06:00,0,0,0,1,0,0,36,0,0,5,8,3,11:00:00,0,0,5,12,4,13375,0,10:08:00,01:04:00,0.093055556,Enrolled
1,39,1,9853,1,19,1900-01-05 13:01:00,1,19,4,9,4,1900-01-04 20:00:00,1,0,0,1,0,0,29,0,0,7,14,0,00:00:00,0,0,6,6,0,00:00:00,0,11:01:00,00:06:00,02:02:00,Dropout
1,17,3,9238,1,1,1900-01-05 21:00:00,1,3,3,2,2,1900-01-05 04:09:00,1,0,0,1,0,0,19,0,0,6,10,6,12:00:00,0,0,6,12,4,11:00:00,0,12:07:00,03:07:00,-1.7,Graduate
5,39,1,9147,1,1,1900-01-07 12:00:00,1,1,1,4,8,1900-01-05 20:05:00,0,0,1,0,0,0,24,0,0,5,0,0,00:00:00,0,0,5,0,0,00:00:00,0,13:09:00,-0.3,0.054861111,Dropout
5,39,1,9003,1,1,1900-01-07 12:00:00,1,1,1,4,8,1900-01-07 11:06:00,0,0,1,0,0,0,27,0,0,6,6,0,00:00:00,0,0,6,7,0,00:00:00,0,08:09:00,01:04:00,03:51:00,Dropout
1,17,1,9773,1,1,1900-01-04 19:00:00,1,37,37,9,8,1900-01-04 20:01:00,1,0,0,1,0,1,18,0,0,6,7,6,13857142857142800,0,0,6,7,6,14285714285714200,0,13:09:00,-0.3,0.054861111,Graduate
1,17,2,171,1,1,1900-01-05 22:00:00,1,3,1,2,6,1900-01-05 19:04:00,1,0,0,1,0,1,18,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,15:05:00,02:08:00,-4.06,Graduate
1,17,4,9556,1,1,1900-01-05 15:00:00,1,38,37,3,7,1900-01-05 09:00:00,1,0,0,1,0,0,21,0,0,7,0,0,00:00:00,0,0,7,0,0,00:00:00,0,12:07:00,03:07:00,-1.7,Dropout
2,39,1,9670,1,1,1900-01-06 06:00:00,1,37,19,9,4,1900-01-05 15:06:00,0,0,0,1,0,1,43,0,0,6,8,5,11:00:00,0,0,6,9,5,13:00:00,0,12:04:00,00:05:00,0.096527778,Graduate
1,43,1,9147,1,1,1900-01-06 09:00:00,1,1,19,9,10,1900-01-06 03:08:00,0,0,0,1,0,1,18,0,0,5,9,5,13:02:00,0,0,5,13,5,14:04:00,5,16:02:00,00:03:00,-0.92,Graduate
1,18,1,9085,1,1,1900-01-06 09:00:00,1,37,37,9,9,1900-01-05 18:00:00,1,0,0,1,0,1,21,0,0,6,7,6,13:05:00,0,0,6,6,3,15333333333333300,0,08:09:00,01:04:00,03:51:00,Dropout
1,7,1,9147,1,3,1900-01-06 06:00:00,1,6,27,1,7,1900-01-06 06:00:00,0,0,0,1,0,0,26,0,0,5,5,0,00:00:00,0,0,5,0,0,00:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,1,6,9500,1,1,1900-01-06 00:00:00,1,1,19,9,4,1900-01-05 10:08:00,1,0,0,1,0,1,19,0,0,8,8,7,14214285714285700,0,0,8,8,7,14214285714285700,0,12:07:00,03:07:00,-1.7,Graduate
1,1,1,9085,1,1,1900-01-05 10:00:00,1,37,11,90,90,1900-01-05 02:06:00,0,0,0,1,0,0,18,0,0,5,5,5,13:00:00,0,0,5,5,5,12:04:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,1,9773,1,1,1900-01-05 05:00:00,1,3,2,2,1,1900-01-04 23:01:00,1,0,0,1,0,0,22,0,0,6,13,2,12:00:00,0,0,6,14,1,10:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,39,1,9500,1,19,1900-01-05 13:01:00,1,1,19,4,10,1900-01-04 15:08:00,1,0,0,1,0,0,27,0,0,7,0,0,00:00:00,0,0,8,0,0,00:00:00,0,11:01:00,00:06:00,02:02:00,Dropout
1,1,3,9147,1,1,1900-01-05 13:00:00,1,38,19,9,10,1900-01-05 05:00:00,1,0,0,1,0,0,18,0,0,5,6,5,12:08:00,1,0,5,6,5,12:06:00,0,09:04:00,-0.8,-3.12,Graduate
1,17,1,9085,1,1,1900-01-05 20:00:00,1,37,38,7,9,1900-01-05 09:09:00,0,0,0,1,0,0,19,0,0,5,11,4,13:06:00,2,0,5,9,4,12:02:00,0,09:04:00,-0.8,-3.12,Graduate
1,17,4,9500,1,1,1900-01-05 13:00:00,1,19,19,3,10,1900-01-05 11:01:00,1,0,0,1,0,0,18,0,0,7,7,7,13971428571428500,0,0,8,8,8,0.677083333,0,13:09:00,-0.3,0.054861111,Graduate
1,1,1,9085,1,1,1900-01-06 10:00:00,1,38,37,4,4,1900-01-05 21:04:00,0,0,0,1,0,1,19,0,0,6,8,6,15:00:00,0,0,6,9,6,14857142857142800,0,11:01:00,00:06:00,02:02:00,Graduate
1,39,1,9085,1,1,1900-01-05 13:01:00,1,37,37,9,9,1900-01-05 00:00:00,0,0,0,0,0,0,32,0,0,6,0,0,00:00:00,0,0,6,0,0,00:00:00,0,11:01:00,00:06:00,02:02:00,Dropout
1,42,1,9500,1,1,1900-01-07 00:00:00,1,37,1,9,4,1900-01-05 13:04:00,1,0,0,1,0,0,23,0,20,26,27,26,1507777777777770,0,14,17,17,17,15023529411764700,0,15:05:00,02:08:00,-4.06,Graduate
1,17,3,9500,1,1,1900-01-05 12:00:00,1,37,37,4,3,1900-01-05 07:03:00,1,0,0,1,0,0,20,0,0,7,7,6,13383333333333300,0,0,7,7,6,13383333333333300,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,1,171,1,1,1900-01-05 13:01:00,1,19,38,5,5,1900-01-05 11:08:00,1,0,1,1,0,0,20,0,6,12,12,12,13:25:00,0,4,11,16,10,13090909090909000,0,08:09:00,01:04:00,03:51:00,Graduate
1,17,1,9238,1,1,1900-01-05 00:00:00,1,19,19,4,5,1900-01-04 18:08:00,1,0,1,0,0,0,19,0,0,6,10,5,11714285714285700,0,0,6,13,2,10666666666666600,0,16:02:00,00:03:00,-0.92,Dropout
1,1,3,9500,1,1,1900-01-06 06:00:00,1,19,19,5,5,1900-01-05 12:08:00,1,0,0,1,0,1,18,0,0,8,8,8,1301125,0,0,8,8,8,1301125,0,09:04:00,-0.8,-3.12,Graduate
1,44,1,9003,1,39,1900-01-05 20:00:00,1,19,19,9,4,1900-01-05 20:00:00,0,0,0,1,0,0,21,0,0,6,12,3,10666666666666600,2,0,6,12,4,12:00:00,0,15:05:00,02:08:00,-4.06,Dropout
1,1,1,9500,1,1,1900-01-04 07:00:00,1,1,19,9,9,1900-01-04 12:03:00,0,0,0,1,0,1,20,0,0,7,14,0,00:00:00,0,0,7,15,0,00:00:00,0,11:01:00,00:06:00,02:02:00,Enrolled
1,44,1,9085,1,39,1900-01-06 06:00:00,1,3,19,2,4,1900-01-06 06:00:00,1,0,0,1,0,0,22,0,1,6,9,6,13:00:00,0,1,6,18,3,12666666666666600,0,12:04:00,00:05:00,0.096527778,Graduate
1,44,1,9991,0,39,1900-01-06 16:00:00,1,37,37,9,9,1900-01-06 16:00:00,0,0,0,1,0,0,26,0,0,5,5,5,12:00:00,0,0,5,7,5,11:04:00,0,12:07:00,03:07:00,-1.7,Graduate
1,1,1,9070,1,1,1900-01-05 11:00:00,1,37,37,3,3,1900-01-05 11:07:00,1,0,0,1,0,0,20,0,0,6,6,6,12166666666666600,0,0,6,7,5,13:08:00,0,12:07:00,03:07:00,-1.7,Graduate
1,1,1,9500,1,1,1900-01-04 18:00:00,1,19,38,5,3,1900-01-04 16:06:00,1,0,0,1,0,0,19,0,0,7,10,6,0.517361111,0,0,8,10,7,0.586805556,0,16:02:00,00:03:00,-0.92,Graduate
1,39,1,9991,0,1,1900-01-05 00:00:00,1,37,37,9,9,1900-01-04 15:01:00,0,0,0,1,0,0,31,0,0,5,8,4,11:00:00,0,0,5,6,5,11:02:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,43,3,9500,1,1,1900-01-05 20:00:00,1,1,19,9,7,1900-01-05 07:05:00,1,0,1,1,0,1,20,0,0,7,9,7,12327777777777700,0,0,8,10,8,11736,0,15:05:00,02:08:00,-4.06,Graduate
1,43,1,9085,1,1,1900-01-05 10:00:00,1,19,38,7,7,1900-01-05 00:02:00,1,0,0,1,0,0,20,0,0,5,9,4,12:00:00,0,0,5,10,5,13428571428571400,1,10:08:00,01:04:00,0.093055556,Graduate
1,17,4,9500,1,1,1900-01-05 01:00:00,1,37,37,5,5,1900-01-04 22:09:00,1,0,0,1,0,0,21,0,0,7,7,7,14428571428571400,0,0,8,9,8,14511111111111100,0,16:02:00,00:03:00,-0.92,Graduate
1,1,4,9500,1,1,1900-01-05 10:00:00,1,19,19,9,7,1900-01-04 23:09:00,1,0,0,1,0,0,18,0,0,7,7,7,0.595833333,0,0,8,8,8,126125,0,12:04:00,00:05:00,0.096527778,Graduate
1,17,2,9500,1,1,1900-01-05 21:00:00,1,37,1,9,4,1900-01-05 07:03:00,1,0,0,1,0,1,19,0,0,7,7,6,13:08:00,0,0,7,7,6,13:08:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,1,9853,1,1,1900-01-05 11:00:00,1,19,19,3,7,1900-01-05 07:09:00,1,0,0,1,0,1,18,0,0,7,7,7,14857142857142800,0,0,7,7,7,15142857142857100,0,13:09:00,-0.3,0.054861111,Graduate
4,39,1,9773,1,38,1900-01-05 13:01:00,1,19,19,7,9,1900-01-05 13:00:00,0,0,0,1,0,0,40,0,0,6,8,5,13:00:00,0,0,6,7,5,12:06:00,0,16:02:00,00:03:00,-0.92,Enrolled
1,17,6,9238,1,1,1900-01-04 21:00:00,1,1,38,4,7,1900-01-04 18:06:00,0,0,0,1,0,1,18,0,0,6,7,6,12142857142857100,0,0,6,6,6,13333333333333300,0,13:09:00,-0.3,0.054861111,Graduate
1,1,2,9085,1,1,1900-01-06 07:00:00,1,40,4,2,2,1900-01-06 00:05:00,1,0,0,1,0,0,18,0,0,6,7,6,15666666666666600,0,0,6,6,6,14833333333333300,0,08:09:00,01:04:00,03:51:00,Graduate
1,17,1,9500,1,1,1900-01-05 11:00:00,1,1,19,4,3,1900-01-05 05:04:00,1,0,0,1,0,0,19,0,0,7,13,5,12:05:00,0,0,8,14,7,12166666666666600,0,15:05:00,02:08:00,-4.06,Graduate
1,17,1,9238,1,1,1900-01-06 01:00:00,1,38,38,9,7,1900-01-06 01:00:00,0,0,0,1,0,1,19,0,0,6,7,6,12833333333333300,0,0,6,6,6,13166666666666600,0,12:04:00,00:05:00,0.096527778,Graduate
1,39,1,9003,1,1,1900-01-05 15:00:00,1,38,38,9,6,1900-01-05 18:01:00,0,0,1,0,0,0,28,0,0,6,6,0,00:00:00,0,0,6,7,0,00:00:00,0,08:09:00,01:04:00,03:51:00,Dropout
1,17,1,9070,1,1,1900-01-04 23:00:00,1,37,38,9,8,1900-01-05 04:06:00,1,0,0,1,0,0,20,0,0,6,6,6,12:05:00,0,0,6,6,6,12666666666666600,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,2,9773,1,1,1900-01-05 02:00:00,1,37,37,9,9,1900-01-05 10:08:00,1,0,0,1,0,0,18,0,0,6,14,4,11:25:00,0,0,6,9,5,13:00:00,0,09:04:00,-0.8,-3.12,Graduate
1,1,2,9500,1,1,1900-01-06 11:00:00,1,1,1,4,3,1900-01-05 20:05:00,1,0,0,1,0,0,18,0,0,7,7,6,15:25:00,0,0,7,7,6,15:25:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,1,9085,1,1,1900-01-05 03:00:00,1,19,37,9,9,1900-01-05 04:01:00,1,0,0,1,0,1,20,0,0,5,13,5,14:00:00,2,0,5,10,3,12:00:00,1,09:04:00,-0.8,-3.12,Graduate
1,43,1,9238,1,1,1900-01-05 10:00:00,1,38,19,9,4,1900-01-04 22:04:00,0,0,1,1,0,0,28,0,15,16,16,13,12076923076923000,0,13,13,13,11,12090909090909000,0,16:02:00,00:03:00,-0.92,Graduate
1,15,1,9853,1,1,1900-01-05 13:01:00,41,43,1,153,135,1900-01-05 08:02:00,0,0,0,1,0,0,23,1,11,16,17,16,14625,0,6,10,12,9,1488888888888880,0,08:09:00,01:04:00,03:51:00,Graduate
1,1,1,9853,1,1,1900-01-04 18:00:00,1,19,37,5,5,1900-01-04 13:05:00,1,0,0,1,0,0,19,0,0,7,10,4,10:05:00,0,0,7,7,2,10:05:00,0,16:02:00,00:03:00,-0.92,Dropout
1,17,1,9238,1,1,1900-01-05 17:00:00,1,38,19,152,171,1900-01-05 11:01:00,1,0,0,1,0,1,18,0,0,6,8,6,12833333333333300,0,0,6,6,6,12166666666666600,0,08:09:00,01:04:00,03:51:00,Graduate
1,1,3,9773,1,1,1900-01-06 17:00:00,22,37,37,9,9,1900-01-05 17:09:00,0,0,1,0,0,1,20,1,0,6,6,6,12:05:00,0,0,6,7,5,11:08:00,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,1,171,1,1,1900-01-05 13:01:00,1,3,1,2,4,1900-01-05 08:02:00,1,0,0,1,0,0,20,0,5,12,13,12,1123076923076920,0,3,11,18,9,1277777777777770,0,11:01:00,00:06:00,02:02:00,Graduate
2,39,1,9991,0,1,1900-01-05 13:01:00,1,37,37,9,9,1900-01-05 06:05:00,0,0,0,1,0,0,27,0,0,5,5,2,10:05:00,0,0,5,5,0,00:00:00,0,07:06:00,02:06:00,00:32:00,Dropout
1,1,1,9853,1,1,1900-01-05 08:00:00,1,1,1,9,9,1900-01-05 00:00:00,1,0,0,1,0,0,18,0,0,6,11,3,12:00:00,0,0,6,13,2,12:00:00,0,12:07:00,03:07:00,-1.7,Dropout
4,39,2,9556,1,19,1900-01-05 13:01:00,1,19,19,4,6,1900-01-05 03:00:00,0,0,0,1,0,1,37,0,0,7,10,7,10985714285714200,0,0,8,11,8,12:03:00,0,10:08:00,01:04:00,0.093055556,Graduate
4,7,1,9500,1,40,1900-01-05 10:00:00,1,19,19,4,6,1900-01-05 10:00:00,0,0,0,0,0,0,42,0,2,7,10,5,0.543055556,0,3,7,11,3,14166666666666600,0,12:04:00,00:05:00,0.096527778,Dropout
1,17,6,9500,1,1,1900-01-06 03:00:00,1,1,38,4,8,1900-01-05 21:01:00,1,0,0,1,0,0,20,0,0,7,9,6,13:00:00,0,0,8,8,8,142125,0,13:09:00,-0.3,0.054861111,Dropout
2,39,1,9119,1,1,1900-01-05 20:00:00,1,34,34,9,9,1900-01-05 20:00:00,0,0,0,0,1,0,34,0,0,5,5,0,00:00:00,0,0,5,5,0,00:00:00,0,15:05:00,02:08:00,-4.06,Dropout
1,42,1,9119,1,1,1900-01-05 20:00:00,1,3,3,3,2,1900-01-05 13:06:00,1,0,0,1,1,0,22,0,0,5,0,0,00:00:00,0,0,5,0,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
2,39,2,9254,1,19,1900-01-05 13:01:00,1,19,19,9,5,1900-01-05 03:05:00,0,0,0,1,1,0,39,0,0,6,6,6,13:05:00,0,0,6,6,6,13333333333333300,0,12:04:00,00:05:00,0.096527778,Graduate
1,1,1,9500,1,1,1900-01-05 21:00:00,1,37,37,9,9,1900-01-05 16:03:00,1,0,0,1,1,1,18,0,0,7,7,6,13516666666666600,0,0,7,7,6,13516666666666600,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,2,9070,1,1,1900-01-05 08:00:00,1,37,37,9,9,1900-01-05 03:05:00,1,0,0,1,1,1,21,0,0,6,6,6,13166666666666600,0,0,6,8,6,13285714285714200,0,08:09:00,01:04:00,03:51:00,Graduate
2,39,1,9085,1,1,1900-01-06 06:00:00,1,37,37,90,10,1900-01-04 16:00:00,0,0,0,1,1,0,34,0,0,6,0,0,00:00:00,0,0,6,0,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
1,44,1,9003,1,39,1900-01-06 16:00:00,1,37,37,9,9,1900-01-06 16:00:00,0,0,0,1,1,1,22,0,0,6,8,6,13125,0,0,6,10,6,13:00:00,0,16:02:00,00:03:00,-0.92,Graduate
1,39,1,9003,1,1,1900-01-05 13:01:00,1,1,37,4,7,1900-01-04 14:00:00,0,0,0,1,1,0,31,0,0,6,15,3,14:04:00,0,0,6,20,0,00:00:00,0,16:02:00,00:03:00,-0.92,Dropout
1,18,3,9853,1,1,1900-01-05 08:00:00,1,38,37,5,9,1900-01-04 20:08:00,1,0,0,0,1,0,19,0,0,6,10,4,12:00:00,0,0,6,12,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
1,17,5,9254,1,1,1900-01-04 18:00:00,1,38,1,5,9,1900-01-04 13:05:00,0,0,0,1,1,0,19,0,0,5,5,0,00:00:00,0,0,5,10,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
1,39,1,9556,1,19,1900-01-05 13:01:00,1,37,37,9,10,1900-01-04 04:00:00,0,0,0,1,1,0,31,0,0,7,7,0,00:00:00,0,0,7,7,0,00:00:00,0,15:05:00,02:08:00,-4.06,Dropout
1,5,1,9147,1,1,1900-01-05 06:00:00,1,19,38,5,6,1900-01-04 21:03:00,1,0,0,1,0,0,19,0,0,5,15,3,10:08:00,0,0,5,6,3,10:05:00,0,13:09:00,-0.3,0.054861111,Enrolled
2,39,2,9670,1,1,1900-01-05 13:01:00,41,37,19,9,9,1900-01-05 10:00:00,0,0,0,1,0,0,30,1,0,6,0,0,00:00:00,0,0,6,0,0,00:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,51,1,9500,1,1,1900-01-05 09:00:00,1,37,38,3,3,1900-01-05 17:08:00,1,0,0,1,0,1,20,0,2,7,7,7,1613142857142850,0,0,8,9,8,1552222222222220,0,11:01:00,00:06:00,02:02:00,Graduate
1,17,1,9500,1,1,1900-01-05 20:00:00,1,19,38,7,7,1900-01-05 16:05:00,1,0,0,1,0,1,18,0,0,7,7,7,14838571428571400,0,0,8,9,8,14:08:00,0,12:04:00,00:05:00,0.096527778,Graduate
